Timestamp | Soil_Moisture(%) | Humidity(%) | Temperature(°C) | Light(%)
085238 | 1.57 | 46.26 | 22.61 | 50035.00
085248 | 0.63 | 51.66 | 21.83 | 38854.00
085258 | 2.15 | 50.71 | 22.36 | 39340.00
085308 | 3.63 | 47.96 | 21.36 | 47617.00
085318 | 4.43 | 49.24 | 20.77 | 39261.00
085328 | 2.28 | 49.87 | 20.11 | 49928.00
085338 | 0.04 | 51.98 | 21.68 | 40899.00
085348 | 1.51 | 49.26 | 22.48 | 50915.00
085358 | 3.41 | 50.27 | 22.66 | 45278.00
085408 | 5.75 | 53.07 | 20.20 | 52922.00
085418 | 7.02 | 53.67 | 22.16 | 46910.00
085428 | 4.77 | 51.54 | 23.87 | 43146.00
085438 | 5.03 | 46.38 | 23.86 | 52486.00
085448 | 4.06 | 45.69 | 20.90 | 43159.00
085458 | 6.09 | 46.38 | 23.75 | 46451.00
085508 | 3.98 | 45.05 | 20.89 | 46802.00
085518 | 3.89 | 46.07 | 23.54 | 38270.00
085528 | 2.37 | 54.95 | 21.57 | 49605.00
085538 | 0.00 | 52.35 | 20.72 | 47917.00
085548 | 0.00 | 54.61 | 23.93 | 38959.00
085558 | 1.68 | 52.98 | 22.18 | 38054.00
085608 | 0.00 | 51.57 | 22.91 | 40008.00
085618 | 0.00 | 48.66 | 20.56 | 41474.00
085628 | 2.05 | 46.63 | 20.37 | 48181.00
085638 | 0.00 | 51.21 | 23.37 | 40792.00
085648 | 0.00 | 47.24 | 22.08 | 40149.00
085658 | 1.99 | 45.32 | 22.61 | 48430.00
085708 | 0.00 | 54.30 | 23.15 | 43881.00
085718 | 0.05 | 49.10 | 22.25 | 49339.00
085728 | 0.00 | 50.88 | 22.47 | 40537.00
085738 | 0.00 | 48.25 | 20.15 | 41519.00
085748 | 0.00 | 54.42 | 22.01 | 49809.00
085758 | 0.00 | 53.33 | 22.60 | 41352.00
085808 | 0.00 | 53.31 | 20.28 | 39663.00
085818 | 0.00 | 46.11 | 23.45 | 39467.00
085828 | 0.00 | 52.50 | 20.24 | 49343.00
085838 | 0.00 | 49.98 | 22.11 | 39955.00
085848 | 0.00 | 50.02 | 23.05 | 41180.00
085858 | 0.00 | 52.13 | 20.91 | 39100.00
085908 | 0.00 | 51.34 | 21.02 | 46769.00
085918 | 2.02 | 52.42 | 23.38 | 49579.00
085928 | 1.86 | 52.25 | 21.60 | 47141.00
085938 | 0.00 | 49.43 | 23.23 | 48669.00
085948 | 1.89 | 54.00 | 22.50 | 49763.00
085958 | 3.61 | 48.56 | 23.89 | 39017.00
090008 | 4.63 | 49.59 | 21.89 | 56930.00
090018 | 3.70 | 48.76 | 21.50 | 47432.00
090028 | 3.47 | 54.34 | 22.23 | 58259.00
090038 | 2.47 | 51.55 | 22.06 | 64428.00
090048 | 1.62 | 51.28 | 21.96 | 50592.00
090058 | 0.00 | 52.63 | 20.10 | 46133.00
090108 | 0.00 | 46.86 | 23.04 | 57558.00
090118 | 0.84 | 48.74 | 23.07 | 58716.00
090128 | 1.69 | 49.28 | 20.46 | 62189.00
090138 | 0.45 | 48.66 | 21.67 | 64611.00
090148 | 0.00 | 53.06 | 21.93 | 56344.00
090158 | 0.00 | 53.42 | 21.87 | 50339.00
090208 | 0.00 | 53.41 | 22.05 | 53979.00
090218 | 0.00 | 48.21 | 21.56 | 53028.00
090228 | 0.26 | 53.10 | 23.40 | 63412.00
090238 | 2.03 | 52.70 | 21.57 | 51788.00
090248 | 0.00 | 47.76 | 22.70 | 47894.00
090258 | 0.00 | 53.16 | 23.53 | 47385.00
090308 | 1.18 | 50.31 | 20.46 | 51199.00
090318 | 0.94 | 52.62 | 21.67 | 64614.00
090328 | 3.14 | 48.08 | 20.76 | 57748.00
090338 | 0.46 | 45.06 | 23.47 | 60106.00
090348 | 0.00 | 50.69 | 22.38 | 56841.00
090358 | 0.00 | 48.69 | 21.35 | 55089.00
090408 | 0.00 | 51.65 | 21.98 | 63455.00
090418 | 0.43 | 45.89 | 23.93 | 48299.00
090428 | 0.89 | 51.39 | 22.71 | 63966.00
090438 | 0.00 | 45.98 | 21.65 | 63231.00
090448 | 0.00 | 45.03 | 21.27 | 49493.00
090458 | 1.07 | 49.22 | 23.78 | 53281.00
090508 | 0.34 | 50.06 | 20.80 | 54406.00
090518 | 2.15 | 47.72 | 23.62 | 51733.00
090528 | 2.29 | 49.90 | 23.01 | 63183.00
090538 | 0.00 | 53.49 | 21.63 | 64908.00
090548 | 1.36 | 51.73 | 20.91 | 45616.00
090558 | 0.00 | 45.95 | 23.77 | 55797.00
090608 | 0.00 | 54.02 | 20.39 | 50594.00
090618 | 1.79 | 46.98 | 23.23 | 58049.00
090628 | 1.58 | 51.00 | 21.07 | 53919.00
090638 | 2.77 | 50.39 | 20.33 | 63433.00
090648 | 1.70 | 52.66 | 21.44 | 49678.00
090658 | 0.00 | 55.00 | 23.82 | 51272.00
090708 | 1.02 | 45.16 | 22.80 | 63240.00
090718 | 0.00 | 54.31 | 22.00 | 50449.00
090728 | 0.00 | 45.59 | 20.52 | 60947.00
090738 | 1.98 | 45.90 | 22.14 | 55285.00
090748 | 4.10 | 48.28 | 21.15 | 58342.00
090758 | 0.79 | 47.45 | 21.11 | 49148.00
090808 | 2.29 | 45.95 | 21.34 | 60778.00
090818 | 1.32 | 51.53 | 21.75 | 60132.00
090828 | 1.11 | 47.05 | 21.67 | 59040.00
090838 | 2.90 | 46.09 | 22.12 | 53132.00
090848 | 4.41 | 50.66 | 20.93 | 56603.00
090858 | 6.79 | 51.81 | 23.49 | 53358.00
090908 | 5.26 | 46.76 | 23.83 | 62721.00
090918 | 1.87 | 50.26 | 20.16 | 50108.00
090928 | 1.48 | 46.10 | 23.62 | 49477.00
090938 | 0.00 | 50.63 | 21.95 | 51500.00
090948 | 1.57 | 49.74 | 21.31 | 61418.00
090958 | 0.20 | 46.18 | 20.07 | 48217.00
091008 | 0.00 | 49.04 | 21.71 | 53174.00
091018 | 0.00 | 52.10 | 21.27 | 49724.00
091028 | 0.00 | 49.34 | 23.07 | 47500.00
091038 | 0.33 | 49.74 | 20.43 | 62100.00
091048 | 0.95 | 50.55 | 23.19 | 62136.00
091058 | 0.00 | 51.91 | 20.86 | 58772.00
091108 | 1.29 | 49.49 | 22.33 | 55448.00
091118 | 2.50 | 53.45 | 20.60 | 48267.00
091128 | 1.52 | 49.58 | 23.01 | 57767.00
091138 | 1.51 | 48.62 | 22.45 | 49060.00
091148 | 0.00 | 53.62 | 22.02 | 45938.00
091158 | 1.45 | 54.95 | 21.59 | 56763.00
091208 | 0.00 | 53.75 | 22.13 | 52669.00
091218 | 0.86 | 53.45 | 23.34 | 62854.00
091228 | 1.39 | 47.34 | 20.97 | 50877.00
091238 | 2.98 | 49.74 | 23.26 | 52157.00
091248 | 0.21 | 47.27 | 23.06 | 49068.00
091258 | 0.86 | 45.41 | 23.57 | 56334.00
091308 | 2.96 | 45.46 | 22.72 | 46205.00
091318 | 1.71 | 54.98 | 23.00 | 52060.00
091328 | 0.00 | 49.71 | 22.66 | 59768.00
091338 | 1.45 | 50.43 | 22.88 | 60641.00
091348 | 0.00 | 48.19 | 20.78 | 52197.00
091358 | 0.00 | 53.60 | 23.56 | 48135.00
091408 | 2.20 | 54.76 | 23.43 | 52061.00
091418 | 0.00 | 49.42 | 20.07 | 46136.00
091428 | 0.69 | 50.41 | 20.04 | 59145.00
091438 | 0.00 | 50.22 | 22.21 | 58913.00
091448 | 1.86 | 45.17 | 21.12 | 55597.00
091458 | 2.80 | 50.50 | 21.91 | 58597.00
091508 | 0.00 | 45.33 | 22.29 | 49672.00
091518 | 0.00 | 51.26 | 22.17 | 47263.00
091528 | 0.00 | 48.70 | 23.13 | 47276.00
091538 | 0.00 | 54.65 | 23.66 | 50910.00
091548 | 0.00 | 46.22 | 21.75 | 63531.00
091558 | 0.97 | 51.65 | 22.35 | 47902.00
091608 | 0.00 | 49.77 | 20.84 | 46770.00
091618 | 0.00 | 52.56 | 20.17 | 58542.00
091628 | 1.50 | 49.95 | 21.17 | 57626.00
091638 | 2.10 | 49.63 | 20.05 | 59570.00
091648 | 3.46 | 53.55 | 20.07 | 63797.00
091658 | 5.31 | 52.85 | 23.69 | 47653.00
091708 | 5.79 | 52.31 | 21.39 | 52531.00
091718 | 4.62 | 49.40 | 22.79 | 45797.00
091728 | 6.45 | 52.21 | 22.94 | 57798.00
091738 | 5.74 | 48.13 | 23.43 | 49113.00
091748 | 2.68 | 47.60 | 21.81 | 55623.00
091758 | 4.08 | 48.64 | 22.46 | 47111.00
091808 | 3.99 | 47.95 | 23.23 | 49656.00
091818 | 3.63 | 46.09 | 21.75 | 48998.00
091828 | 0.56 | 54.53 | 23.88 | 58992.00
091838 | 0.00 | 53.95 | 20.43 | 47551.00
091848 | 0.00 | 53.83 | 23.16 | 61061.00
091858 | 0.00 | 47.20 | 22.52 | 60283.00
091908 | 0.00 | 46.42 | 22.97 | 63578.00
091918 | 0.79 | 53.03 | 23.71 | 49026.00
091928 | 0.47 | 51.43 | 20.33 | 54122.00
091938 | 0.00 | 49.38 | 21.70 | 48958.00
091948 | 0.00 | 45.92 | 20.33 | 61485.00
091958 | 0.00 | 46.46 | 22.06 | 58268.00
092008 | 1.10 | 53.54 | 23.63 | 58744.00
092018 | 0.82 | 52.71 | 21.03 | 50641.00
092028 | 0.00 | 53.86 | 20.46 | 60208.00
092038 | 0.71 | 45.72 | 21.43 | 54521.00
092048 | 2.79 | 51.71 | 22.23 | 52241.00
092058 | 3.78 | 53.77 | 22.08 | 63530.00
092108 | 0.43 | 46.95 | 22.20 | 48469.00
092118 | 2.03 | 46.49 | 21.18 | 58047.00
092128 | 2.62 | 50.56 | 21.63 | 59058.00
092138 | 4.56 | 50.51 | 23.60 | 45565.00
092148 | 1.49 | 51.82 | 21.23 | 63590.00
092158 | 0.83 | 47.81 | 22.51 | 62633.00
092208 | 2.84 | 45.19 | 22.82 | 53395.00
092218 | 0.64 | 52.91 | 23.28 | 62679.00
092228 | 0.00 | 50.96 | 21.21 | 54792.00
092238 | 0.00 | 48.59 | 21.61 | 57952.00
092248 | 0.00 | 53.95 | 22.39 | 64403.00
092258 | 0.00 | 53.99 | 21.17 | 52255.00
092308 | 0.00 | 51.99 | 20.19 | 53993.00
092318 | 0.00 | 52.50 | 23.30 | 50943.00
092328 | 1.25 | 45.76 | 21.75 | 48479.00
092338 | 0.00 | 48.68 | 22.39 | 63135.00
092348 | 0.00 | 53.11 | 23.03 | 48107.00
092358 | 1.54 | 51.08 | 23.36 | 49753.00
092408 | 2.94 | 50.31 | 23.91 | 57569.00
092418 | 1.50 | 45.09 | 23.03 | 62491.00
092428 | 0.00 | 46.16 | 23.90 | 48004.00
092438 | 1.21 | 52.90 | 20.19 | 48346.00
092448 | 0.00 | 49.92 | 22.57 | 57215.00
092458 | 1.73 | 53.80 | 22.05 | 51795.00
092508 | 0.28 | 53.77 | 23.41 | 54685.00
092518 | 0.00 | 53.41 | 23.12 | 46950.00
092528 | 0.00 | 53.63 | 22.84 | 54883.00
092538 | 0.00 | 46.18 | 22.21 | 49343.00
092548 | 0.67 | 48.43 | 22.57 | 52858.00
092558 | 1.99 | 46.05 | 23.35 | 63306.00
092608 | 2.49 | 48.00 | 23.80 | 54471.00
092618 | 0.00 | 51.94 | 20.35 | 57895.00
092628 | 0.00 | 49.51 | 20.46 | 60957.00
092638 | 0.00 | 50.56 | 22.68 | 48972.00
092648 | 0.00 | 53.74 | 23.37 | 46626.00
092658 | 0.00 | 49.22 | 21.89 | 63949.00
092708 | 0.00 | 48.98 | 20.36 | 63749.00
092718 | 0.00 | 47.99 | 23.53 | 52934.00
092728 | 0.00 | 54.54 | 21.50 | 46823.00
092738 | 1.68 | 48.41 | 21.85 | 53507.00
092748 | 0.06 | 47.63 | 21.98 | 51006.00
092758 | 0.00 | 45.70 | 23.86 | 57807.00
092808 | 0.00 | 52.27 | 20.25 | 59402.00
092818 | 0.00 | 51.75 | 23.43 | 55831.00
092828 | 0.00 | 51.49 | 23.65 | 57274.00
092838 | 1.42 | 47.38 | 22.82 | 64588.00
092848 | 0.41 | 52.76 | 22.70 | 48993.00
092858 | 2.08 | 46.85 | 23.08 | 49274.00
092908 | 1.59 | 52.54 | 23.51 | 57597.00
092918 | 3.02 | 54.71 | 21.14 | 47216.00
092928 | 1.38 | 47.67 | 23.89 | 53521.00
092938 | 0.00 | 51.36 | 21.76 | 59121.00
092948 | 1.14 | 48.59 | 23.06 | 56045.00
092958 | 2.74 | 47.52 | 21.31 | 62566.00
093008 | 0.46 | 50.99 | 22.40 | 46159.00
093018 | 1.87 | 50.01 | 22.41 | 55175.00
093028 | 2.31 | 54.72 | 21.86 | 50720.00
093038 | 3.02 | 48.73 | 20.47 | 62521.00
093048 | 1.56 | 53.04 | 20.58 | 55829.00
093058 | 2.78 | 52.84 | 22.58 | 46411.00
093108 | 2.83 | 52.75 | 22.94 | 51867.00
093118 | 1.80 | 49.01 | 20.46 | 49352.00
093128 | 2.85 | 51.15 | 21.49 | 52509.00
093138 | 2.12 | 45.01 | 21.61 | 48999.00
093148 | 1.41 | 45.74 | 21.96 | 57979.00
093158 | 3.29 | 53.27 | 21.71 | 48884.00
093208 | 2.44 | 53.46 | 21.77 | 55796.00
093218 | 2.75 | 54.86 | 21.27 | 63358.00
093228 | 1.78 | 51.80 | 20.29 | 47768.00
093238 | 0.00 | 48.17 | 21.12 | 62232.00
093248 | 2.44 | 52.03 | 20.23 | 49791.00
093258 | 2.29 | 46.22 | 23.15 | 61064.00
093308 | 0.49 | 54.96 | 23.75 | 58044.00
093318 | 0.00 | 45.16 | 22.93 | 63821.00
093328 | 1.78 | 51.52 | 21.54 | 55555.00
093338 | 1.11 | 45.43 | 23.93 | 53007.00
093348 | 0.00 | 51.45 | 20.49 | 55029.00
093358 | 0.00 | 48.42 | 23.03 | 59991.00
093408 | 0.00 | 52.57 | 22.70 | 62467.00
093418 | 0.00 | 51.22 | 20.42 | 59610.00
093428 | 0.24 | 46.38 | 20.81 | 51268.00
093438 | 0.00 | 50.91 | 22.18 | 52589.00
093448 | 0.04 | 52.69 | 22.27 | 64934.00
093458 | 0.00 | 47.82 | 20.24 | 51190.00
093508 | 0.63 | 49.20 | 22.13 | 61745.00
093518 | 0.00 | 54.56 | 21.84 | 50758.00
093528 | 0.46 | 52.74 | 20.83 | 45997.00
093538 | 0.00 | 47.79 | 22.96 | 47651.00
093548 | 2.44 | 46.47 | 23.67 | 53423.00
093558 | 3.85 | 52.50 | 20.88 | 46982.00
093608 | 3.93 | 54.40 | 21.38 | 51942.00
093618 | 2.88 | 51.26 | 22.90 | 54752.00
093628 | 1.94 | 46.82 | 20.13 | 52828.00
093638 | 0.00 | 52.35 | 20.36 | 56453.00
093648 | 0.00 | 52.38 | 23.47 | 49594.00
093658 | 0.79 | 52.50 | 23.93 | 45961.00
093708 | 0.00 | 46.17 | 21.35 | 55906.00
093718 | 0.00 | 49.45 | 22.40 | 53889.00
093728 | 0.95 | 45.23 | 21.29 | 58997.00
093738 | 3.00 | 53.18 | 21.16 | 58691.00
093748 | 0.05 | 50.90 | 21.51 | 49217.00
093758 | 0.00 | 48.27 | 24.00 | 60167.00
093808 | 0.00 | 50.54 | 21.01 | 47227.00
093818 | 0.00 | 53.92 | 21.91 | 51242.00
093828 | 0.00 | 52.96 | 20.08 | 59125.00
093838 | 0.00 | 48.13 | 20.16 | 55417.00
093848 | 0.00 | 53.21 | 21.67 | 56594.00
093858 | 0.00 | 52.27 | 21.12 | 61204.00
093908 | 1.61 | 53.54 | 20.91 | 60962.00
093918 | 2.96 | 46.82 | 23.37 | 48672.00
093928 | 4.31 | 50.62 | 21.12 | 63968.00
093938 | 5.48 | 45.90 | 22.09 | 63390.00
093948 | 6.82 | 51.39 | 22.88 | 56664.00
093958 | 7.51 | 51.99 | 22.63 | 59679.00
094008 | 8.20 | 54.71 | 21.75 | 46970.00
094018 | 9.60 | 53.99 | 22.43 | 54990.00
094028 | 7.17 | 47.82 | 20.40 | 48712.00
094038 | 9.40 | 45.25 | 23.79 | 52629.00
094048 | 6.15 | 48.95 | 20.06 | 59707.00
094058 | 8.47 | 48.97 | 23.16 | 46650.00
094108 | 8.46 | 52.72 | 22.72 | 47685.00
094118 | 10.48 | 48.91 | 23.63 | 48798.00
094128 | 7.00 | 47.78 | 21.99 | 57703.00
094138 | 5.46 | 52.96 | 22.08 | 47559.00
094148 | 7.68 | 45.07 | 22.54 | 51499.00
094158 | 7.31 | 48.10 | 22.73 | 52971.00
094208 | 4.46 | 47.00 | 23.10 | 51089.00
094218 | 2.97 | 50.37 | 20.89 | 64840.00
094228 | 0.15 | 47.16 | 23.15 | 62420.00
094238 | 0.00 | 54.18 | 23.31 | 45980.00
094248 | 0.93 | 46.40 | 22.95 | 60053.00
094258 | 2.92 | 48.86 | 20.87 | 60631.00
094308 | 1.85 | 53.47 | 23.18 | 58606.00
094318 | 2.81 | 46.47 | 20.93 | 55749.00
094328 | 1.25 | 49.95 | 20.61 | 60430.00
094338 | 2.45 | 45.65 | 20.67 | 55683.00
094348 | 0.78 | 54.44 | 21.05 | 53957.00
094358 | 0.87 | 50.36 | 22.25 | 60453.00
094408 | 0.00 | 54.69 | 20.43 | 46730.00
094418 | 1.17 | 45.22 | 21.23 | 63622.00
094428 | 1.81 | 50.13 | 23.15 | 46677.00
094438 | 0.00 | 49.36 | 22.31 | 57680.00
094448 | 0.00 | 46.84 | 23.27 | 50730.00
094458 | 0.00 | 47.51 | 23.97 | 59659.00
094508 | 0.00 | 51.01 | 23.32 | 60426.00
094518 | 0.00 | 47.58 | 24.00 | 63884.00
094528 | 0.47 | 52.38 | 20.85 | 60157.00
094538 | 0.00 | 52.66 | 21.95 | 54576.00
094548 | 0.00 | 51.21 | 23.12 | 62086.00
094558 | 1.35 | 46.96 | 22.23 | 58450.00
094608 | 1.83 | 49.91 | 20.93 | 49789.00
094618 | 0.00 | 49.63 | 23.10 | 46693.00
094628 | 2.35 | 54.81 | 22.30 | 52033.00
094638 | 0.83 | 50.42 | 22.46 | 59301.00
094648 | 0.00 | 45.57 | 22.02 | 64652.00
094658 | 0.00 | 51.07 | 20.64 | 58263.00
094708 | 2.47 | 47.06 | 23.02 | 57984.00
094718 | 0.31 | 48.29 | 21.42 | 46723.00
094728 | 0.14 | 53.35 | 22.66 | 47287.00
094738 | 0.00 | 46.29 | 23.18 | 48829.00
094748 | 1.64 | 50.72 | 23.62 | 52306.00
094758 | 2.63 | 50.06 | 23.59 | 54909.00
094808 | 3.10 | 49.21 | 21.13 | 48348.00
094818 | 1.69 | 47.33 | 23.36 | 50068.00
094828 | 2.60 | 52.08 | 20.01 | 58292.00
094838 | 4.31 | 48.11 | 22.98 | 47703.00
094848 | 5.45 | 54.26 | 20.54 | 53091.00
094858 | 6.71 | 50.58 | 23.63 | 63938.00
094908 | 4.50 | 52.81 | 21.26 | 55253.00
094918 | 3.00 | 52.73 | 23.72 | 52557.00
094928 | 1.89 | 50.26 | 21.10 | 63039.00
094938 | 0.56 | 47.91 | 22.18 | 53132.00
094948 | 0.00 | 51.27 | 20.60 | 55797.00
094958 | 1.66 | 50.39 | 23.81 | 51918.00
095008 | 2.43 | 50.86 | 20.56 | 46899.00
095018 | 3.65 | 46.73 | 20.21 | 58394.00
095028 | 1.75 | 51.37 | 23.67 | 64530.00
095038 | 0.00 | 48.24 | 23.85 | 48500.00
095048 | 0.05 | 52.91 | 23.27 | 51495.00
095058 | 0.00 | 47.99 | 22.26 | 56626.00
095108 | 1.02 | 48.07 | 22.91 | 50882.00
095118 | 2.77 | 48.34 | 20.04 | 59338.00
095128 | 0.01 | 45.72 | 21.34 | 61222.00
095138 | 0.55 | 54.72 | 21.82 | 50496.00
095148 | 0.00 | 45.83 | 23.59 | 59086.00
095158 | 0.00 | 54.53 | 20.48 | 48970.00
095208 | 0.00 | 49.90 | 23.46 | 57710.00
095218 | 1.40 | 51.58 | 21.17 | 51366.00
095228 | 0.46 | 50.65 | 22.53 | 57300.00
095238 | 0.00 | 53.22 | 23.43 | 48745.00
095248 | 0.00 | 54.28 | 22.02 | 59586.00
095258 | 0.00 | 47.46 | 21.19 | 46814.00
095308 | 2.23 | 46.71 | 21.41 | 45629.00
095318 | 0.00 | 47.07 | 22.15 | 49438.00
095328 | 0.00 | 46.32 | 21.40 | 55366.00
095338 | 0.62 | 49.13 | 23.93 | 54904.00
095348 | 0.00 | 45.96 | 20.10 | 62256.00
095358 | 1.10 | 47.05 | 22.77 | 57706.00
095408 | 3.09 | 51.17 | 21.98 | 56688.00
095418 | 2.93 | 53.75 | 23.52 | 57003.00
095428 | 0.00 | 52.49 | 20.86 | 51117.00
095438 | 0.62 | 54.11 | 22.26 | 48342.00
095448 | 0.00 | 54.85 | 22.52 | 58213.00
095458 | 0.00 | 52.10 | 22.60 | 61545.00
095508 | 0.00 | 54.03 | 21.94 | 49965.00
095518 | 1.69 | 46.35 | 20.94 | 56336.00
095528 | 4.01 | 49.71 | 23.74 | 54642.00
095538 | 1.58 | 52.33 | 22.35 | 47006.00
095548 | 0.00 | 49.74 | 20.67 | 49889.00
095558 | 0.00 | 51.44 | 23.47 | 53906.00
095608 | 0.00 | 53.88 | 20.16 | 49928.00
095618 | 0.00 | 46.11 | 21.95 | 52682.00
095628 | 0.00 | 46.62 | 22.09 | 46712.00
095638 | 0.38 | 46.94 | 23.69 | 63430.00
095648 | 0.00 | 52.17 | 23.73 | 56803.00
095658 | 0.49 | 45.26 | 20.70 | 46439.00
095708 | 0.33 | 47.24 | 23.18 | 58881.00
095718 | 0.00 | 52.86 | 22.09 | 47575.00
095728 | 0.00 | 52.52 | 23.25 | 55877.00
095738 | 1.71 | 47.05 | 21.82 | 51648.00
095748 | 0.60 | 47.64 | 22.77 | 52812.00
095758 | 1.66 | 52.21 | 21.00 | 61423.00
095808 | 2.29 | 51.08 | 20.33 | 55049.00
095818 | 1.79 | 50.86 | 20.63 | 45824.00
095828 | 3.74 | 47.57 | 21.39 | 54276.00
095838 | 1.25 | 54.87 | 21.78 | 47953.00
095848 | 2.85 | 48.78 | 23.34 | 60099.00
095858 | 0.40 | 46.76 | 23.96 | 56224.00
095908 | 2.65 | 54.82 | 23.84 | 63261.00
095918 | 4.86 | 49.58 | 22.85 | 51492.00
095928 | 4.67 | 54.13 | 21.72 | 47264.00
095938 | 1.55 | 49.55 | 21.43 | 45729.00
095948 | 0.00 | 51.74 | 23.51 | 50316.00
095958 | 0.00 | 46.83 | 23.17 | 53496.00
100008 | 0.78 | 50.11 | 20.13 | 71592.00
100018 | 0.23 | 47.71 | 23.79 | 67532.00
100028 | 0.00 | 54.53 | 20.29 | 61593.00
100038 | 0.00 | 52.74 | 20.34 | 57806.00
100048 | 1.33 | 48.05 | 21.04 | 57970.00
100058 | 3.54 | 47.71 | 23.41 | 69847.00
100108 | 0.23 | 45.53 | 22.49 | 72945.00
100118 | 1.30 | 50.22 | 20.49 | 66782.00
100128 | 0.25 | 47.47 | 21.48 | 64514.00
100138 | 0.00 | 48.23 | 20.88 | 75795.00
100148 | 2.36 | 54.60 | 20.09 | 64721.00
100158 | 0.00 | 49.36 | 20.07 | 68909.00
100208 | 0.00 | 49.04 | 23.50 | 58806.00
100218 | 1.90 | 47.95 | 23.75 | 58281.00
100228 | 0.00 | 47.96 | 23.57 | 56109.00
100238 | 0.00 | 52.93 | 21.84 | 63353.00
100248 | 0.00 | 47.17 | 22.86 | 71118.00
100258 | 2.41 | 52.83 | 22.77 | 75190.00
100308 | 3.75 | 52.03 | 23.77 | 66101.00
100318 | 2.56 | 46.83 | 20.58 | 61342.00
100328 | 1.79 | 49.94 | 22.73 | 71749.00
100338 | 4.09 | 46.04 | 23.13 | 72938.00
100348 | 2.85 | 45.56 | 23.36 | 62371.00
100358 | 2.75 | 47.59 | 22.36 | 68956.00
100408 | 1.31 | 46.59 | 20.35 | 65275.00
100418 | 0.00 | 54.02 | 21.65 | 65283.00
100428 | 2.46 | 45.11 | 23.82 | 74167.00
100438 | 3.78 | 50.75 | 20.88 | 70563.00
100448 | 4.56 | 46.94 | 21.11 | 72031.00
100458 | 6.71 | 47.56 | 23.65 | 65585.00
100508 | 4.03 | 48.04 | 23.43 | 64181.00
100518 | 2.32 | 54.64 | 20.77 | 62214.00
100528 | 4.32 | 53.10 | 20.07 | 55669.00
100538 | 3.03 | 45.21 | 20.66 | 73434.00
100548 | 1.45 | 52.26 | 23.28 | 72237.00
100558 | 3.24 | 53.65 | 23.81 | 63795.00
100608 | 2.52 | 50.86 | 21.41 | 66626.00
100618 | 0.00 | 49.89 | 23.01 | 63476.00
100628 | 2.25 | 53.80 | 22.00 | 55459.00
100638 | 0.51 | 54.16 | 22.56 | 56891.00
100648 | 0.00 | 47.25 | 20.28 | 53742.00
100658 | 0.00 | 46.21 | 23.48 | 66457.00
100708 | 0.00 | 51.90 | 21.85 | 56399.00
100718 | 0.17 | 53.85 | 22.23 | 67221.00
100728 | 0.00 | 50.92 | 22.43 | 55223.00
100738 | 1.57 | 47.39 | 23.01 | 57845.00
100748 | 0.00 | 45.97 | 20.69 | 71371.00
100758 | 0.00 | 52.31 | 22.42 | 55083.00
100808 | 0.00 | 54.50 | 22.85 | 54494.00
100818 | 0.00 | 45.79 | 21.69 | 65014.00
100828 | 0.00 | 50.58 | 22.58 | 72966.00
100838 | 0.42 | 46.70 | 20.92 | 56615.00
100848 | 1.08 | 50.93 | 20.01 | 58359.00
100858 | 1.59 | 50.40 | 23.78 | 70752.00
100908 | 2.94 | 52.51 | 23.82 | 61466.00
100918 | 0.00 | 51.18 | 23.01 | 73680.00
100928 | 1.79 | 51.70 | 20.46 | 71186.00
100938 | 3.70 | 47.86 | 23.69 | 56921.00
100948 | 1.06 | 48.86 | 21.64 | 56507.00
100958 | 0.00 | 53.28 | 23.99 | 59992.00
101008 | 0.00 | 50.83 | 23.99 | 72646.00
101018 | 0.81 | 51.02 | 23.56 | 68313.00
101028 | 0.00 | 45.94 | 21.36 | 64036.00
101038 | 0.00 | 53.09 | 20.80 | 74543.00
101048 | 0.62 | 47.41 | 22.22 | 63762.00
101058 | 1.77 | 50.65 | 21.76 | 70243.00
101108 | 3.09 | 47.08 | 20.24 | 57191.00
101118 | 0.00 | 53.77 | 22.79 | 75620.00
101128 | 0.00 | 48.65 | 22.67 | 71780.00
101138 | 1.31 | 51.10 | 21.40 | 61079.00
101148 | 0.00 | 51.21 | 23.02 | 54321.00
101158 | 0.00 | 53.02 | 22.03 | 71619.00
101208 | 0.00 | 47.42 | 22.03 | 66545.00
101218 | 0.00 | 50.65 | 22.93 | 59843.00
101228 | 0.00 | 45.52 | 23.14 | 71946.00
101238 | 1.89 | 45.44 | 20.19 | 58481.00
101248 | 2.47 | 50.58 | 23.16 | 62748.00
101258 | 1.68 | 50.67 | 20.87 | 71108.00
101308 | 0.00 | 52.48 | 20.36 | 63930.00
101318 | 0.68 | 45.31 | 21.48 | 72964.00
101328 | 0.00 | 49.45 | 22.43 | 67516.00
101338 | 0.00 | 45.52 | 22.22 | 71793.00
101348 | 1.57 | 46.07 | 20.84 | 56679.00
101358 | 2.54 | 47.68 | 20.09 | 73025.00
101408 | 0.30 | 49.41 | 21.33 | 74445.00
101418 | 0.85 | 47.01 | 21.81 | 64992.00
101428 | 0.00 | 52.06 | 22.71 | 70606.00
101438 | 1.67 | 53.23 | 21.22 | 73376.00
101448 | 0.94 | 53.52 | 20.16 | 71234.00
101458 | 3.12 | 52.70 | 22.04 | 74776.00
101508 | 3.52 | 54.96 | 21.86 | 58545.00
101518 | 2.30 | 48.95 | 20.05 | 71809.00
101528 | 0.48 | 54.05 | 23.67 | 76603.00
